Ticker,Company Name,Sector,ESG Score,ESG Rank,MCSI ESG Rating,BESG Score,ESG Score SYN,YFin E,YFin S,YFin G,Market Cap,EBITDA,PE,EV,Date,Return,Model 1,Model 2,Model 3
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2014-04-01,-0.622276747300716,-0.7298062627483497,-0.6031574778591768,-0.697880960288288
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2014-05-01,-0.3417838363385326,-0.5112000083828032,-0.26360550579004405,-0.4415102753011204
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2014-06-01,-0.8949360523052573,-1.2747901402735813,-0.9944908404596846,-0.9729455076364798
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2014-07-01,-0.5182858583463157,-1.0456206638210994,-0.581482014990171,-0.618284985264402
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2014-08-01,-2.137215611331611,-2.1992698433524174,-2.057298547410072,-2.233799193353506
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2014-09-01,-1.4936402880339779,-1.5233847656022654,-1.5196139027223783,-0.5051061228774284
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2014-10-01,-0.48535313593452,-0.5963544887084896,-0.5705661566540386,0.4210171575530156
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2014-11-01,1.6696453576284003,1.49356577747141,1.7227401150223893,1.700476912447471
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2014-12-01,-0.5236164815463703,-0.6911874793808451,-0.4390228067748113,-0.6013118266994029
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-01-01,-0.7742295312729379,-1.1206944709947528,-0.8670354964611784,-0.8695464835305092
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-02-01,-1.6247181385278755,-2.0886116796511374,-1.6758864830012592,-1.661072403528598
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-03-01,-2.3926335542896315,-2.58342672504942,-2.3314823004392986,-2.4668697584195063
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-04-01,-1.0296246170770589,-1.250975319275747,-0.947480887206806,-0.47643191500834847
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-05-01,-0.2132251778791563,-0.3018311542639689,-0.2601414041777852,-0.2507495690220283
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-06-01,-1.1598459924775364,-0.9636887811261893,-1.094159606340812,-1.191889074926163
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-07-01,-1.2487280003795966,-1.2809473423298023,-1.2578872983487828,-1.330994684416453
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-08-01,-3.5467882253100957,-3.455092749129255,-3.621338800413514,-3.512139473612656
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-09-01,-2.493597083728443,-2.523078463150041,-2.5847997494574275,-2.5935967775301374
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-10-01,0.213306764095186,-0.34660744951338496,0.1416614378078657,0.28419594736718345
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-11-01,-2.1126516163129505,-1.9781580914967893,-2.1315844878820402,-2.212651604760413
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2015-12-01,-1.713340857400845,-1.9816953996000533,-1.6242430883987415,-1.8111412976484664
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-01-01,-0.49029405998650144,-0.4918034321235525,-0.5427109033439279,-0.5844919573001012
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-02-01,-0.2861403045985096,-0.6757517180638176,-0.2512003573531313,-0.38614025131069085
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-03-01,-1.3969383675300486,-1.0704866149055607,-1.3587495051014744,-1.3110066710407131
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-04-01,-0.3741249379317273,-0.592816258734685,-0.42077077707288635,-0.4193110676518039
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-05-01,-1.3285122239399652,-1.2512766047845447,-1.3503437539293761,-1.3539175358121611
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-06-01,-2.3351685198273553,-2.249650674739155,-2.422608166547746,-2.430842652163537
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-07-01,-1.79036599248809,-1.8396617565304703,-1.8010465552225599,-1.6775256863310406
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-08-01,-1.6085415870743724,-1.21347361080077,-1.6626988889286638,-1.7038582975603178
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-09-01,0.3670055671752428,0.5576297913649858,0.37543571811775034,3.704178566933168
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-10-01,-0.23661660372491833,-0.1769229862936219,-0.3115914215289676,-0.33661647010090445
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-11-01,-1.4546418487783124,-1.5953251866367422,-1.4889562779347714,-1.5546226762174917
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2016-12-01,-0.12893930673721488,-0.11309534810415067,-0.20821292396760438,-0.02140229820407452
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-01-01,-0.6613639017655686,-0.6827239388390429,-0.5814975536301767,-0.756007704495757
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-02-01,-0.12392376926678306,-0.18240866511549955,-0.18418505575083519,-0.20597305107070926
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-03-01,-1.5517114527003963,-1.7273719070183893,-1.5334945470415728,-1.5942279872942262
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-04-01,-1.3665859226065655,-1.3475369722950274,-1.335728604783271,-1.466585922603331
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-05-01,-1.4019845928946373,-1.5722941303526403,-1.3251565862421981,-1.4723699113288014
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-06-01,-0.6870209491261641,-0.6990817526418619,-0.716004130255345,-0.38812427285735884
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-07-01,-0.3563292291159894,-0.13501695444787323,-0.4295629007875589,-0.45570846883604466
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-08-01,0.5985985680788064,0.1990191656209094,0.6407755710656995,1.4795779290391673
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-09-01,1.4333653802183508,1.7859898495342323,1.404785644871309,1.4622134568816605
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-10-01,0.6384991816761161,0.47205951765160536,0.6197208018993418,0.5385021990158021
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-11-01,-3.2084320176976777,-3.227354275778037,-3.2875751300196754,-2.3538275861786127
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2017-12-01,-1.166887665779745,-1.3042704131443659,-1.183547460644423,-1.266887633857763
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-01-01,-3.0730377736650456,-2.9850961381778713,-3.0232091805384695,-3.136108746354258
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-02-01,-1.1419663312897759,-1.0234848280058637,-1.2083148634678034,-1.2419662889564547
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-03-01,-1.66282113190216,-1.958245302910854,-1.711622426239096,-1.7621880481401215
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-04-01,-0.6644310536563369,-0.7322075950929171,-0.7494489998378293,-0.7609676201480863
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-05-01,-0.5331804679499448,-0.7462664052041893,-0.5695472230674089,-0.5224974538860507
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-06-01,-1.85290953403977,-1.7685265797686347,-1.838820572924727,-1.901302902306657
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-07-01,-2.1072587323043006,-1.8150025490148936,-2.1457699417844744,-2.2070661999938967
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-08-01,-0.826445839978377,-0.7296209392196403,-0.7674096107715412,-0.9262741125584105
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-09-01,-1.8686178777712215,-2.0693968786553203,-1.9204472223048121,-1.6799979861175824
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-10-01,-2.3210950427925376,-2.1390000007881027,-2.2279180868621573,-1.4532802587244658
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-11-01,-1.6900694545394288,-1.6958581894563851,-1.686057244906177,-1.7385505156423748
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2018-12-01,-1.2544459556427179,-1.2116067280508416,-1.1697582863532783,-0.3655206816758545
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-01-01,-2.2046876722896247,-2.371539618407654,-2.143868918925756,-2.2240174453039185
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-02-01,-1.5715392032521533,-1.5200019014883255,-1.6211550342371577,-1.5614826707216083
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-03-01,0.3603674559090513,0.5539532213857615,0.3306370173802161,0.40643533500455475
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-04-01,-1.7403131754731382,-1.6649685592546721,-1.7520737997910445,-1.824913534603357
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-05-01,-1.8120590826678957,-1.5727995088954507,-1.8487220161456395,2.028326351897533
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-06-01,-2.765875546838486,-2.7631616251524487,-2.67496893387393,-2.8658685685465257
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-07-01,-1.5069087580833174,-1.8410836991265567,-1.4300201834209585,-1.4611851273986003
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-08-01,0.6461701705105096,0.24098215817403354,0.7350831010252928,0.5488729212337026
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-09-01,-1.3494747258310325,-1.2896586467936033,-1.3015664243685214,-1.3858310535208942
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-10-01,-1.7981426447340538,-2.084832857853409,-1.7258238152500576,-1.7450407007153463
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-11-01,-1.2723119017529478,-1.2517873657949607,-1.2522475575453749,-1.3723118031611408
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2019-12-01,0.04354423804709828,0.05849834700799714,0.03073897452328858,0.4723971359201862
WQS,Company 0,Consumer Discretionary,26,16,D,29,55,76,69,44,5877,95182,45622,43471,2020-01-01,-1.419000011787663,-1.8682776122183338,-1.432023964813831,-1.442846162529767
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-01-01,0.41515558793036256,-0.04606869006587963,0.3935179233367807,0.315865920882036
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-02-01,-2.195826559345667,-2.1225064620842176,-2.101814201152811,-2.1443070383578013
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-03-01,-0.6178916688381557,-0.6540407492264337,-0.7017417016982582,-0.5653860076534054
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-04-01,-1.2097806391597608,-1.2111850561599968,-1.1465371467562888,-1.3097072221638146
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-05-01,-1.3555968050061988,-1.3363047683703744,-1.3000421462857827,0.27521372126243093
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-06-01,-0.07639006176819929,-0.05580731702661715,-0.12813285718328896,-0.175483970802713
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-07-01,-1.3273400257828372,-1.3502041534101914,-1.335632463304685,-1.4232518964642025
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-08-01,0.6840212793874645,0.7076596344674565,0.7512547368797732,0.6219168598230747
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-09-01,-3.346403647929762,-3.211480548179377,-3.381833914935846,-3.4464031966597477
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-10-01,-2.0120934804441672,-2.384309134389558,-1.9799752978360967,-2.1059767457040066
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-11-01,-2.3079581244068157,-2.2170759097217,-2.302317319126545,-1.9955784346374321
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2013-12-01,0.2436385606722622,0.5549634770070139,0.21006939669021693,0.14371904589536544
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-01-01,-0.1319996995254883,-0.336333040806834,-0.12043604393314442,-0.22639268246264435
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-02-01,-2.0045062116416315,-1.9554657373548971,-1.9769737219589232,-2.1032241870757233
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-03-01,-2.2067536449087974,-2.0104509309499674,-2.2883591331477087,-2.3063323352147886
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-04-01,-0.7868761698361171,-1.0368726844247411,-0.8706025289932864,-0.8853840108868439
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-05-01,-1.005534439225956,-1.3144932731714254,-0.968268022160382,0.45722897534031925
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-06-01,-2.941804795011631,-2.802568677059503,-2.882839306868473,-2.4703063987552225
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-07-01,0.24702217709782115,0.062225012470488034,0.2019702545867091,0.14721641924664655
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-08-01,-2.2824502683518793,-2.061056573450124,-2.2052789807009243,-2.3456470008348025
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-09-01,0.5752005792588419,0.6770006545877684,0.5539311435436999,0.9997485057258731
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-10-01,-2.6518354030453786,-2.644963541463953,-2.623153810923304,-2.75182556331809
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-11-01,-0.6042792509301602,-1.0328228088530755,-0.6947803556128249,-0.5168588663026263
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2014-12-01,-0.12004013426885085,-0.16733856485088644,-0.13126727306867517,0.0862584784386127
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-01-01,-1.8116168964582626,-1.8481967109045705,-1.8967201703519472,-1.9110035638181984
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-02-01,-3.100953541851238,-3.1122440714682624,-3.103819209630387,-3.196408578696122
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-03-01,-2.648603044328132,-3.3801167711995097,-2.600921639136352,-2.7380521950280436
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-04-01,-0.6755898729907148,-0.6189823948681991,-0.7630550208132968,-0.7528931552453888
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-05-01,1.324287594556965,1.3604158569669746,1.3538564155205888,1.2242876128165612
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-06-01,-1.8215529516030347,-1.843664248881966,-1.8094556984918515,-1.6735785513992862
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-07-01,-1.4691987266569853,-1.5853835830262113,-1.4884725013414246,-1.3550287645812988
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-08-01,-1.3150872967966476,-1.325425427095143,-1.406070544371499,-1.4132317273135906
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-09-01,-0.8737769892590905,-1.3988666198495667,-0.7760021343646787,-0.9737763865408385
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-10-01,-1.266597009671817,-1.6007433992827116,-1.2597206897200404,-1.3664443133181081
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-11-01,-3.306540317275878,-3.6463414483085494,-3.2785146274386263,-3.39792210628905
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2015-12-01,-2.2865003257894565,-2.3045568763057145,-2.3670196938124013,-2.3864985886621386
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-01-01,-3.6487587568661666,-3.6398423342101798,-3.7211560525793246,-3.319942860494924
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-02-01,-0.7238030126868629,-0.8925624343436412,-0.8072849645100156,-0.7553297042399855
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-03-01,-0.951217839802539,-1.295449034526143,-0.9990736177616961,-0.27100298950788226
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-04-01,0.6632757641895877,0.7485431693960483,0.7265602327351626,1.744203195176085
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-05-01,0.5564658740429995,0.5683313891071321,0.46006428085850026,0.46086176442706495
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-06-01,-1.0223789055095172,-1.242349484104912,-0.9777355128062432,-1.1146638923098615
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-07-01,-1.0263132574097935,-0.9594324608857369,-1.1027881467014937,-1.1099932679857316
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-08-01,-0.2820352923217567,-0.352585894073862,-0.2781174240417117,-0.08403474378503809
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-09-01,0.8196637870173451,1.1455786130212515,0.7828716061704704,1.4512740540378095
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-10-01,-1.0676494180608167,-1.2917425225256745,-1.0327523069433622,-1.1676492187065732
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-11-01,-1.0544082524562077,-1.274377980039385,-1.14449968090831,-1.1363485523595018
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2016-12-01,-0.25064656123011764,-0.021109608494138926,-0.27438289482136513,-0.26575558139152633
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-01-01,-0.5483066416256047,-0.3741223201636592,-0.5380158357616898,-0.6419324679251208
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-02-01,0.8635407403000652,0.47791091468080893,0.7850542320526708,0.7635407432202839
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-03-01,-1.1206992113642453,-1.030278041756433,-1.1250661671671554,-0.9159364311877213
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-04-01,-2.226504055761683,-2.2042029533163547,-2.1431602840538733,-2.2765730560163266
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-05-01,0.7436208093570775,0.8407424076692894,0.7945906769279902,0.6436213426475935
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-06-01,-0.4807752835997644,-0.42608752100555203,-0.4623284328275957,-0.484981936243545
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-07-01,-0.6554294170431125,-0.8634106033031479,-0.7119269845584881,-0.6731724059457268
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-08-01,-0.14802150653054447,-0.5888224930857945,-0.0742285423887499,-0.05585328397356501
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-09-01,-0.5307678290325212,-0.9223080667960822,-0.5102472937978183,-0.5197659439098666
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-10-01,-2.613504008349217,-2.6135060060617636,-2.6967563861765105,-2.3250009637025335
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-11-01,0.6774415402093592,0.1193497821876914,0.7233715863326217,0.6019487998318045
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2017-12-01,-1.5537559380184907,-1.7821983049268386,-1.5003055223319162,-1.6532451317210493
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2018-01-01,-0.9275228042356307,-1.0120272868702014,-0.8789386924698388,-1.0275227906883848
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2018-02-01,-1.5487572008101607,-1.5343449123326351,-1.558182333612895,-1.6377051089396624
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2018-03-01,-1.6194016120779877,-1.7691543750404313,-1.605611652563196,-1.7193666557068998
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2018-04-01,-1.087615530646095,-0.9734819483303023,-1.094392966837996,-1.135186263487581
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2018-05-01,-1.0919443244674643,-1.3566253492985199,-1.0955243295570485,-1.1919439572196517
EGS,Company 1,Utilities,92,39,CCC,67,78,21,0,71,46261,19186,57709,93605,2018-06-01,-0.7674063456007831,-0.7607660225592797,-0.686412701313983,-0.8674047730589663
